emp_id,emp_name,emp_dob,emp_age,job_role,store_id,emp_gender,emp_rating,job_level,emp_salary
emp2338,Jackie Hearsey,08-07-1978,44,customer_assistant,20,Male,4,1,12.5
emp4975,Henriette Ofen,02-12-1951,71,store_manager,2,Male,4,1,15
emp4745,Freeland McIan,03-02-1972,50,store_manager,6,Male,5,1,15
emp4050,Pauly Cawsby,25-09-1957,65,store_manager,34,Male,1,2,15
emp7169,Levin Dallicott,16-10-1987,35,customer_assistant,13,Male,4,2,12.5
emp0819,Lenee Wilby,09-03-1953,69,store_manager,2,Male,5,1,15
emp3514,Briney MacDuff,20-09-1977,45,customer_assistant,28,Male,3,1,12.5
emp5369,Aimil Holborn,12-04-1970,52,store_manager,22,Male,5,1,15
emp7049,Gardy Tichelaar,15-08-1965,57,store_manager,11,Male,5,1,15
emp4750,Emelyne Bagnall,15-01-1969,53,store_manager,39,Male,2,1,15
emp6592,Thorny Swetenham,14-02-1959,63,store_manager,24,Male,1,5,15
emp3299,Tanitansy Sandom,13-08-1973,49,inventory_specialist,30,Male,2,1,12.5
emp0826,Welby Soule,23-12-1953,68,store_manager,24,Male,3,2,15
emp3902,Leonardo Gilkes,09-01-1962,60,store_manager,35,Male,4,1,15
emp3645,Ashlee Godley,14-05-1972,50,store_manager,22,Male,5,1,15
emp7014,Kathrine Lanegran,20-09-1965,57,store_manager,13,Male,5,5,15
emp5389,Ollie Iron,19-05-1973,49,inventory_specialist,37,Male,1,3,12.5
emp7281,Letty Londesborough,24-07-1983,39,customer_assistant,18,Male,1,1,12.5
emp3204,Trista Caskey,04-08-1970,52,store_manager,45,Male,5,1,15
emp3002,Rubina Kenworthey,06-06-1969,53,store_manager,3,Male,3,3,15
emp5027,Loydie Dunniom,01-01-1954,68,store_manager,12,Male,2,4,15
emp4786,Tommie Hindsberg,22-12-1950,71,store_manager,20,Male,4,3,15
emp8694,Gaby Dunkirk,28-10-1974,48,inventory_specialist,14,Male,5,3,12.5
emp1248,Elizabet Duffill,23-12-1964,57,store_manager,24,Male,4,1,15
emp0750,Viviana Figgs,15-12-1988,33,customer_assistant,24,Male,4,2,10
emp4527,Farleigh Figure,23-10-1954,68,store_manager,22,Male,4,5,15
emp6602,Laverne Collin,05-01-1991,31,customer_assistant,7,Male,5,1,10
emp8289,Brynne Downton,20-05-1976,46,inventory_specialist,27,Male,5,3,12.5
emp2141,Tito Symcock,25-11-1965,57,store_manager,27,Male,4,2,15
emp8543,Bentlee O'Geaney,07-07-1988,34,customer_assistant,37,Male,4,3,10
emp4072,Shirline Adkin,30-04-1957,65,store_manager,29,Male,5,2,15
emp8451,Malia Wingeatt,12-11-1986,36,customer_assistant,15,Male,1,3,12.5
emp5409,Thaddeus Malden,11-06-1971,51,store_manager,32,Male,1,1,15
emp4065,Charlean Varren,01-12-1978,44,customer_assistant,2,Male,1,1,12.5
emp3952,Rachele Scowcraft,19-07-1967,55,store_manager,4,Male,5,3,15
emp1342,Reinaldo Gutridge,10-08-1988,34,customer_assistant,24,Male,5,1,10
emp4355,Liam Reihill,09-02-1973,49,inventory_specialist,8,Male,4,4,12.5
emp1744,Willi Daulby,21-03-1966,56,store_manager,1,Male,5,2,15
emp0166,North Vick,15-05-1984,38,customer_assistant,26,Male,4,1,12.5
emp5671,Jay Butler-Bowdon,14-10-1972,50,store_manager,28,Male,2,3,15
emp1585,Bernhard McEnteggart,23-08-1951,71,store_manager,38,Male,4,1,15
emp6710,Sophie Trevino,28-12-1978,43,customer_assistant,28,Male,5,1,12.5
emp0830,Padraig MacConnulty,31-01-1961,61,store_manager,24,Male,5,1,15
emp4767,Emalia Averay,09-02-1965,57,store_manager,24,Male,4,2,15
emp1239,Rolph Daout,25-01-1967,55,store_manager,15,Male,2,3,15
emp2292,Tallou Smoote,06-07-1979,43,customer_assistant,18,Male,4,2,12.5
emp7833,Jeanie Siddle,15-08-1978,44,customer_assistant,42,Male,4,3,12.5
emp7259,Conny Manuello,30-05-1986,36,customer_assistant,17,Male,3,1,12.5
emp1294,Winifred Greenset,06-01-1983,39,customer_assistant,8,Male,5,1,12.5
emp3083,Shayne Dimnage,11-03-1990,32,customer_assistant,38,Male,5,5,10
emp5362,Feodora Amorts,28-12-1980,41,customer_assistant,32,Male,1,2,12.5
emp5538,Mattie Hullyer,05-06-1973,49,inventory_specialist,15,Male,5,1,12.5
emp0115,Bartholomeus Foskin,20-08-1959,63,store_manager,18,Male,5,1,15
emp8306,Filippa Haverty,17-06-1986,36,customer_assistant,41,Male,4,1,12.5
emp5008,Noll Beckensall,12-04-1957,65,store_manager,29,Male,5,3,15
emp2749,Wilt De Caville,09-01-1968,54,store_manager,22,Male,1,2,15
emp1197,Fairlie Pavlishchev,16-12-1968,53,store_manager,16,Male,4,2,15
emp8597,Benita Jewks,31-12-1978,43,customer_assistant,32,Male,4,2,12.5
emp5487,Pascal Vatini,11-07-1971,51,store_manager,43,Male,4,1,20
emp9851,Gearalt Molan,19-09-1959,63,store_manager,15,Male,5,2,20
emp9195,Tori Tschersich,12-11-1961,61,store_manager,24,Male,4,4,20
emp4803,Tarrah Salvati,06-08-1957,65,store_manager,28,Male,4,2,20
emp0234,Fields McKmurrie,24-05-1986,36,customer_assistant,5,Male,5,5,12.5
emp3135,Jena Hebble,01-08-1961,61,store_manager,29,Male,5,1,20
emp1602,Philippe Hallford,07-08-1957,65,store_manager,41,Male,4,2,20
emp9534,Terri Hairs,11-07-1955,67,store_manager,11,Male,5,1,20
emp7265,Brade Bernardotti,16-01-1985,37,customer_assistant,18,Male,5,2,12.5
emp2261,Cecelia Jancar,08-03-1954,68,store_manager,16,Male,3,1,20
emp0579,Yehudi Willder,16-04-1990,32,customer_assistant,28,Male,5,1,10
emp5647,Cass Hanster,28-03-1988,34,customer_assistant,11,Male,3,1,10
emp9131,Stephie Bissett,13-02-1973,49,inventory_specialist,27,Male,1,2,12.5
emp9587,Archibaldo Vasechkin,28-07-1978,44,customer_assistant,25,Male,4,1,15
emp4716,Clary Reburn,10-12-1959,63,store_manager,10,Male,5,1,20
emp3230,Willyt De Domenicis,31-12-1973,48,inventory_specialist,4,Male,4,1,15
emp5055,Penrod Harley,10-09-1988,34,customer_assistant,11,Male,5,3,10
emp1906,Denver McCloughen,23-09-1961,61,store_manager,15,Male,3,2,20
emp0652,Moises Gullane,01-12-1964,58,store_manager,35,Male,3,1,20
emp2253,Annalise Frost,09-04-1951,71,store_manager,27,Male,5,5,20
emp6594,Skye Spadollini,20-03-1981,41,customer_assistant,22,Male,1,1,15
emp6363,Prisca Middleditch,10-04-1984,38,customer_assistant,45,Male,5,1,15
emp7438,Jobi Faircliff,26-02-1961,61,store_manager,19,Male,4,2,20
emp4619,Gwenny Dunnet,12-03-1969,53,store_manager,19,Male,5,1,20
emp5955,Darlleen Watford,19-02-1989,33,customer_assistant,13,Male,5,1,10
emp5125,Stacee Margerrison,17-06-1982,40,customer_assistant,26,Male,3,1,15
emp2336,Janaye Tugwell,16-06-1974,48,inventory_specialist,36,Male,5,1,15
emp0436,Reynold De Moreno,17-05-1977,45,customer_assistant,18,Male,4,1,15
emp8207,Kristian Pengelly,30-07-1957,65,store_manager,21,Male,5,1,20
emp3914,Eddy Cashell,15-05-1990,32,customer_assistant,5,Male,3,1,10
emp7302,Cornelle O'Murtagh,14-08-1991,31,customer_assistant,27,Male,4,2,10
emp5334,Koressa Klimaszewski,15-03-1962,60,store_manager,43,Male,5,1,20
emp1616,Meris Scolli,29-09-1987,35,customer_assistant,45,Male,1,3,15
emp8796,Don Aslott,08-04-1986,36,customer_assistant,10,Male,5,1,15
emp1596,Delcine Han,05-02-1952,70,store_manager,45,Male,1,2,20
emp4723,Annissa Tremellier,10-11-1970,52,store_manager,28,Male,5,2,20
emp7974,Nikita Haslam,19-01-1983,39,customer_assistant,4,Male,5,3,15
emp2753,Cortie Rabbe,20-01-1962,60,store_manager,40,Male,4,2,20
emp8936,Tad Cornfoot,26-11-1950,72,store_manager,15,Male,5,5,20
emp6670,Barris Bines,18-10-1975,47,inventory_specialist,14,Male,3,2,15
emp4759,Bobby Maryin,06-06-1983,39,customer_assistant,17,Male,4,3,15
emp9079,Rufus Barthrop,23-08-1968,54,store_manager,36,Male,4,3,20
emp1065,Ernaline Blackborough,17-02-1973,49,inventory_specialist,19,Male,4,2,15
emp2360,Maryanna Simo,06-05-1971,51,store_manager,23,Male,4,4,20
emp1786,Kathrine Vella,20-03-1960,62,store_manager,41,Male,5,3,20
emp1348,Clive Ormond,17-07-1986,36,customer_assistant,39,Male,5,1,15
emp1331,Jermaine Mallinar,26-01-1954,68,store_manager,5,Male,5,1,20
emp2695,Norbie McLinden,14-03-1966,56,store_manager,2,Male,5,1,20
emp9728,Jozef Dellit,31-10-1985,37,customer_assistant,7,Male,5,1,15
emp1782,Morrie Mulchrone,14-10-1981,41,customer_assistant,38,Male,5,2,15
emp0053,Tiffanie Sparrow,09-05-1963,59,store_manager,29,Male,5,1,20
emp0059,Mallorie Lewing,01-05-1972,50,store_manager,29,Male,4,1,20
emp1826,Quentin Evitt,07-06-1959,63,store_manager,40,Male,5,2,20
emp6212,Andres Bagwell,04-02-1960,62,store_manager,19,Male,4,2,20
emp9134,Viviana Trodler,02-01-1976,46,inventory_specialist,17,Male,4,1,15
emp8163,Bartolomeo Reams,02-04-1953,69,store_manager,23,Male,4,1,20
emp6856,Eimile Hulland,02-04-1960,62,store_manager,23,Male,3,1,20
emp0363,Dahlia Wakley,17-02-1985,37,customer_assistant,18,Male,5,5,15
emp9227,Rebe Bagley,23-05-1954,68,store_manager,37,Male,1,5,20
emp3378,Dulcine Dorot,13-05-1976,46,inventory_specialist,28,Male,5,1,15
emp1780,Nora Bradbury,14-01-1970,52,store_manager,28,Male,4,1,20
emp3146,Ag Mougeot,26-01-1959,63,store_manager,25,Male,5,1,20
emp6999,Opalina Fiddiman,08-11-1988,34,customer_assistant,15,Male,5,2,10
emp7243,Dunc Dignum,30-11-1964,58,store_manager,3,Male,5,1,20
emp6348,Nickola Dahlberg,21-07-1961,61,store_manager,5,Male,1,4,20
emp8249,Tobe Ramlot,21-09-1982,40,customer_assistant,13,Male,2,4,15
emp9940,Vite Harg,03-05-1980,42,customer_assistant,37,Male,5,1,15
emp9932,Maximilian Dodsley,20-04-1956,66,store_manager,32,Male,5,3,20
emp4013,Nance Wayland,25-01-1963,59,store_manager,4,Male,5,1,20
emp3490,Phillie De Souza,10-12-1980,41,customer_assistant,22,Male,3,3,15
emp5925,Lynna Shoesmith,05-04-1964,58,store_manager,9,Male,5,1,20
emp3983,Klemens Awdry,19-12-1959,62,store_manager,10,Male,4,3,20
emp6704,Priscilla Sanbroke,07-03-1980,42,customer_assistant,18,Male,5,1,15
emp6507,Merrick Boddymead,12-06-1961,61,store_manager,27,Male,4,1,20
emp3306,Abby Molnar,17-04-1987,35,customer_assistant,31,Male,5,1,15
emp8692,Rollo Vass,24-11-1959,63,store_manager,13,Male,5,1,20
emp7314,Jenica Bamborough,21-02-1981,41,customer_assistant,6,Male,5,2,15
emp4430,Cherlyn Bernaert,19-12-1961,60,store_manager,42,Male,4,1,20
emp9841,Chickie Ipsly,09-05-1962,60,store_manager,29,Male,5,4,20
emp5067,Jacqui Waghorne,24-06-1983,39,customer_assistant,42,Male,5,3,15
emp5003,Cosimo Malone,25-02-1975,47,inventory_specialist,26,Male,5,1,15
emp5432,Min Pere,02-12-1974,48,inventory_specialist,17,Male,1,2,15
emp4756,Gelya Main,26-03-1967,55,store_manager,5,Male,5,1,20
emp8344,Danette Le Jean,20-11-1967,55,store_manager,14,Male,5,1,20
emp9725,Dwight Burkert,12-02-1975,47,inventory_specialist,13,Male,3,1,15
emp8510,Bartram Jone,10-08-1967,55,store_manager,20,Male,4,3,20
emp5812,Gaspar Smitton,05-10-1958,64,store_manager,11,Male,3,2,20
emp0076,Timoteo Janiak,23-07-1981,41,customer_assistant,28,Male,4,1,15
emp7108,Karel Antic,06-03-1974,48,inventory_specialist,45,Male,5,2,15
emp6621,Valry Ridley,22-06-1964,58,store_manager,29,Male,4,2,20
emp9935,Guss Dansey,30-10-1984,38,customer_assistant,39,Male,4,1,15
emp0100,Lydia Holbarrow,03-01-1971,51,store_manager,37,Male,5,5,20
emp2392,Mitchel Pigott,05-02-1991,31,customer_assistant,8,Male,5,1,10
emp4570,Charita Simoneau,25-10-1985,37,customer_assistant,7,Male,4,2,15
emp7838,Nial Tatem,19-02-1963,59,store_manager,23,Male,5,1,20
emp0685,Damon Bentall,31-12-1973,48,inventory_specialist,33,Male,5,1,15
emp7117,Mahmud Grunson,31-12-1965,56,store_manager,18,Male,5,1,20
emp1875,Julian Tunnicliff,12-09-1976,46,inventory_specialist,26,Male,3,1,15
emp4041,Terrijo Tremonte,20-12-1971,50,store_manager,23,Male,5,1,20
emp2395,Rosita Lugton,29-06-1989,33,customer_assistant,22,Male,4,2,10
emp8920,Angel Bixley,11-12-1973,48,inventory_specialist,31,Male,4,3,15
emp6011,Ashlie Squirrel,22-08-1961,61,store_manager,42,Male,3,1,20
emp4506,Joli Yoseloff,03-09-1957,65,store_manager,17,Male,5,1,20
emp6449,Mack Youel,26-09-1963,59,store_manager,19,Male,5,1,20
emp0457,Christoforo Syvret,15-10-1954,68,store_manager,32,Male,5,1,20
emp3042,Mattias Rubinsztein,08-11-1988,34,customer_assistant,4,Male,1,2,10
emp7479,Poppy Brookes,28-12-1988,33,customer_assistant,2,Male,5,1,10
emp3360,Roxane Cantos,01-03-1991,31,customer_assistant,28,Male,4,1,10
emp9382,Hettie Ghilardini,08-01-1980,42,customer_assistant,10,Male,5,1,15
emp7691,Betty Willerstone,09-01-1979,43,customer_assistant,23,Male,5,1,15
emp7420,Lynnell McDaid,31-01-1958,64,store_manager,45,Male,5,1,20
emp5118,Caresa Lutwidge,01-04-1989,33,customer_assistant,10,Male,1,1,10
emp6729,Gale Goodredge,05-09-1991,31,customer_assistant,37,Male,5,1,10
emp4756,Martynne Playford,17-07-1961,61,store_manager,25,Male,5,1,20
emp8839,Darb Spurling,21-08-1953,69,store_manager,38,Male,5,1,20
emp8573,Matt Chauvey,16-09-1984,38,customer_assistant,21,Male,5,4,15
emp1480,Dela Sommer,07-02-1962,60,store_manager,17,Male,3,4,20
emp1235,Rebekah Wiltsher,04-07-1954,68,store_manager,18,Male,5,1,20
emp6075,Budd Hallock,14-02-1968,54,store_manager,22,Male,4,1,20
emp4993,Alikee Lawles,12-09-1963,59,store_manager,28,Male,3,3,20
emp6539,Fran Achurch,03-04-1989,33,customer_assistant,34,Male,4,3,10
emp1346,Katusha Brisard,10-08-1984,38,customer_assistant,10,Male,5,4,15
emp3550,June Hedworth,31-08-1957,65,store_manager,19,Male,3,1,20
emp0041,Jenilee Chisholm,08-08-1965,57,store_manager,1,Male,5,1,20
emp9268,Elyn Whyffen,07-06-1963,59,store_manager,44,Male,4,1,20
emp7250,Orsola Antoniewski,04-04-1962,60,store_manager,19,Male,5,3,20
emp7541,Shelden Valentinuzzi,18-09-1973,49,inventory_specialist,23,Male,4,1,15
emp2305,Em Dive,25-11-1958,64,store_manager,2,Male,2,1,20
emp0755,Chandler Massenhove,27-01-1984,38,customer_assistant,32,Male,4,1,15
emp5445,Orv Milland,05-09-1956,66,store_manager,13,Male,5,1,20
emp3810,Joelle Kippie,21-04-1962,60,store_manager,22,Male,5,1,20
emp9757,Barrett Naptine,24-04-1976,46,inventory_specialist,6,Male,5,3,15
emp1084,Wallis O' Shea,12-02-1958,64,store_manager,37,Male,5,1,20
emp2252,Cheryl Spittles,07-11-1983,39,customer_assistant,6,Male,2,1,15
emp0242,Lynna Moston,30-03-1960,62,store_manager,45,Male,2,4,20
emp7275,Sigvard Mc Menamin,22-03-1968,54,store_manager,19,Male,5,2,20
emp3279,Elianore McGriffin,16-11-1984,38,customer_assistant,16,Male,4,2,15
emp9154,Morganica Domengue,07-11-1963,59,store_manager,14,Male,5,2,20
emp0168,Kirbee Fatscher,07-08-1985,37,customer_assistant,40,Male,4,2,15
emp9573,Mathew Hartfleet,12-11-1979,43,customer_assistant,31,Male,5,1,15
emp0502,Ardys Faulkes,27-03-1953,69,store_manager,14,Male,5,1,20
emp2833,Patsy Donke,15-04-1964,58,store_manager,40,Male,3,3,20
emp2956,Keefe Clausewitz,18-12-1968,53,store_manager,27,Male,5,1,20
emp7523,Angela Dunnet,24-10-1974,48,inventory_specialist,37,Male,5,3,15
emp0930,Jamie Burgum,22-09-1985,37,customer_assistant,45,Male,4,2,15
emp7079,Sayers Castenda,15-09-1963,59,store_manager,21,Male,5,1,20
emp8899,Hubey Jacobsen,02-02-1952,70,store_manager,26,Male,5,2,20
emp0254,Holly Bentall,18-12-1986,35,customer_assistant,11,Male,5,1,15
emp8240,Polly Barniss,12-06-1955,67,store_manager,5,Male,5,1,20
emp5782,Kinsley Churchyard,11-07-1956,66,store_manager,5,Male,3,1,20
emp8318,Rusty Ellicock,13-08-1973,49,inventory_specialist,2,Male,1,1,15
emp2406,Ebba Crowthe,19-11-1966,56,store_manager,45,Male,5,1,20
emp0420,Cassandra Joutapaitis,22-12-1959,62,store_manager,31,Male,5,3,20
emp4806,Willi Caesar,24-12-1990,31,customer_assistant,30,Male,5,1,10
emp8292,Derry McAlroy,08-12-1986,35,customer_assistant,11,Male,1,1,15
emp0619,Gwyneth Odda,09-06-1970,52,store_manager,6,Male,5,1,20
emp7340,Marlee Stoate,30-10-1973,49,inventory_specialist,43,Male,5,3,15
emp8395,Norrie Gane,14-09-1960,62,store_manager,20,Male,5,4,20
emp3089,Johann Harken,29-04-1981,41,customer_assistant,35,Male,1,1,15
emp7295,Urbain Sallenger,09-11-1979,43,customer_assistant,21,Male,4,2,15
emp6788,Kylie Willford,04-02-1952,70,store_manager,33,Male,1,1,20
emp3692,Anni Pillifant,22-08-1985,37,customer_assistant,43,Male,5,1,15
emp1242,Ardene Caps,26-10-1953,69,store_manager,39,Male,5,1,20
emp8922,Daniele Chettle,31-01-1982,40,customer_assistant,18,Male,4,1,15
emp2631,Corrie Lascell,01-02-1975,47,inventory_specialist,16,Male,4,5,15
